,AllTags,tags_list,corrected_tags_list,.net,asp.net,c,c#,c++,css,database,html,java,javascript,language-agnostic,linux,mysql,performance,php,python,ruby,sql,sql-server,svn,unit-testing,visual-studio,windows,winforms,xml
1623,c# .net xml xmldocument,"['c#', '.net', 'xml', 'xmldocument']","['c#', '.net', 'xml']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1624,hash checksum download,"['hash', 'checksum', 'download']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,virtualization virtual-pc,"['virtualization', 'virtual-pc']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,aop paradigms,"['aop', 'paradigms']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,ruby scope visibility class-method access-specifier,"['ruby', 'scope', 'visibility', 'class-method', 'access-specifier']",['ruby'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1628,asp-classic vbscript,"['asp-classic', 'vbscript']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,linq-to-sql,['linq-to-sql'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,.net code-access-security,"['.net', 'code-access-security']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,silverlight browser ria,"['silverlight', 'browser', 'ria']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,winforms deployment clickonce,"['winforms', 'deployment', 'clickonce']",['winforms'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1633,c++ stringstream,"['c++', 'stringstream']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,algorithm binary-tree red-black-tree,"['algorithm', 'binary-tree', 'red-black-tree']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,asp.net reporting-services reportviewer,"['asp.net', 'reporting-services', 'reportviewer']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,c# xml validation encoding,"['c#', 'xml', 'validation', 'encoding']","['c#', 'xml']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1637,java serialization,"['java', 'serialization']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,c++ performance bitsets,"['c++', 'performance', 'bitsets']","['c++', 'performance']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1639,code-analysis,['code-analysis'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,.net,['.net'],['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,python linux symlink,"['python', 'linux', 'symlink']","['python', 'linux']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1642,c# arrays split,"['c#', 'arrays', 'split']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,c# winforms visual-studio-2005,"['c#', 'winforms', 'visual-studio-2005']","['c#', 'winforms']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1644,sql sql-server,"['sql', 'sql-server']","['sql', 'sql-server']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1645,security windows-xp dcom,"['security', 'windows-xp', 'dcom']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,sql database-design tags data-modeling tagging,"['sql', 'database-design', 'tags', 'data-modeling', 'tagging']",['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1647,web-services unit-testing integration-testing,"['web-services', 'unit-testing', 'integration-testing']",['unit-testing'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1648,java swing jpanel,"['java', 'swing', 'jpanel']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,networking netstat,"['networking', 'netstat']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,.net apache-flex flash silverlight,"['.net', 'apache-flex', 'flash', 'silverlight']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,html tabs anchor,"['html', 'tabs', 'anchor']",['html'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,python database django orm,"['python', 'database', 'django', 'orm']","['python', 'database']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1653,c# .net testing configuration configurationmanager,"['c#', '.net', 'testing', 'configuration', 'configurationmanager']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,database standards,"['database', 'standards']",['database'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,.net winforms dll assemblies,"['.net', 'winforms', 'dll', 'assemblies']","['.net', 'winforms']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1656,web-applications,['web-applications'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,sql-server sql-server-2005 administration,"['sql-server', 'sql-server-2005', 'administration']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1658,visual-studio,['visual-studio'],['visual-studio'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1659,asp.net,['asp.net'],['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,c# .net string optimization,"['c#', '.net', 'string', 'optimization']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,paradigms model-driven,"['paradigms', 'model-driven']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,php profiling,"['php', 'profiling']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1663,asp.net asp.net-mvc visual-studio unit-testing nunit,"['asp.net', 'asp.net-mvc', 'visual-studio', 'unit-testing', 'nunit']","['asp.net', 'visual-studio', 'unit-testing']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1664,flash open-source actionscript,"['flash', 'open-source', 'actionscript']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,.net linq .net-3.5 paging,"['.net', 'linq', '.net-3.5', 'paging']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,java db4o,"['java', 'db4o']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,variables floating-point inequality,"['variables', 'floating-point', 'inequality']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,html editor,"['html', 'editor']",['html'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,c# sql linq,"['c#', 'sql', 'linq']","['c#', 'sql']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1670,c# .net dependency-injection inversion-of-control,"['c#', '.net', 'dependency-injection', 'inversion-of-control']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,javascript file import include,"['javascript', 'file', 'import', 'include']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,c++ constructor destructor,"['c++', 'constructor', 'destructor']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,sql database django django-models,"['sql', 'database', 'django', 'django-models']","['sql', 'database']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1674,php performance sleep,"['php', 'performance', 'sleep']","['php', 'performance']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1675,sql-server excel ssis,"['sql-server', 'excel', 'ssis']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1676,endianness,['endianness'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,python mysql django django-models enums,"['python', 'mysql', 'django', 'django-models', 'enums']","['python', 'mysql']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1678,django shared-hosting hostmonster,"['django', 'shared-hosting', 'hostmonster']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,c#,['c#'],['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,ios,['ios'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,sql,['sql'],['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1682,c# windows user-management usergroups,"['c#', 'windows', 'user-management', 'usergroups']","['c#', 'windows']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1683,sql-server scripting dynamic-sql,"['sql-server', 'scripting', 'dynamic-sql']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1684,c++ virtual-inheritance,"['c++', 'virtual-inheritance']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,unix shell awk,"['unix', 'shell', 'awk']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,ruby ruby-1.9 ruby-1.8,"['ruby', 'ruby-1.9', 'ruby-1.8']",['ruby'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1687,database unit-testing transactions xtunit,"['database', 'unit-testing', 'transactions', 'xtunit']","['database', 'unit-testing']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1688,c++ c include header-files c-preprocessor,"['c++', 'c', 'include', 'header-files', 'c-preprocessor']","['c++', 'c']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,.net asp.net url uri authority,"['.net', 'asp.net', 'url', 'uri', 'authority']","['.net', 'asp.net']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,c++ iostream fstream,"['c++', 'iostream', 'fstream']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,javascript ajax json air,"['javascript', 'ajax', 'json', 'air']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,c# java exception,"['c#', 'java', 'exception']","['c#', 'java']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,regex complexity-theory,"['regex', 'complexity-theory']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,c# asp.net exception mvp n-tier-architecture,"['c#', 'asp.net', 'exception', 'mvp', 'n-tier-architecture']","['c#', 'asp.net']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,c# .net generics collections class-design,"['c#', '.net', 'generics', 'collections', 'class-design']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,vim editor,"['vim', 'editor']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,.net rule-engine,"['.net', 'rule-engine']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,java interface methods static,"['java', 'interface', 'methods', 'static']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,postgresql indexing gwt-gin gist-index,"['postgresql', 'indexing', 'gwt-gin', 'gist-index']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,git branch,"['git', 'branch']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,caching .net-2.0 memcached enterprise-library,"['caching', '.net-2.0', 'memcached', 'enterprise-library']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,asp.net,['asp.net'],['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,math,['math'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,browser web-applications printing,"['browser', 'web-applications', 'printing']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,java python garbage-collection,"['java', 'python', 'garbage-collection']","['java', 'python']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1706,exception,['exception'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,c# .net configuration encryption configuration-files,"['c#', '.net', 'configuration', 'encryption', 'configuration-files']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,c# winapi pinvoke,"['c#', 'winapi', 'pinvoke']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,.net wpf,"['.net', 'wpf']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,html css,"['html', 'css']","['html', 'css']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,objective-c c-preprocessor,"['objective-c', 'c-preprocessor']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,c# .net,"['c#', '.net']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,openid single-sign-on,"['openid', 'single-sign-on']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,python ruby semantics zemanta,"['python', 'ruby', 'semantics', 'zemanta']","['python', 'ruby']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1715,c# .net-2.0 controls ms-project gantt-chart,"['c#', '.net-2.0', 'controls', 'ms-project', 'gantt-chart']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,c# asp.net controls,"['c#', 'asp.net', 'controls']","['c#', 'asp.net']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,java regex,"['java', 'regex']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,http authentication coldfusion active-directory ntlm,"['http', 'authentication', 'coldfusion', 'active-directory', 'ntlm']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,algorithm,['algorithm'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,python django unicode,"['python', 'django', 'unicode']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1721,sharepoint design-patterns transactions,"['sharepoint', 'design-patterns', 'transactions']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,multithreading concurrency erlang,"['multithreading', 'concurrency', 'erlang']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,c++ return-value main,"['c++', 'return-value', 'main']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,tfs tfs-2005,"['tfs', 'tfs-2005']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,php database image png gd,"['php', 'database', 'image', 'png', 'gd']","['php', 'database']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1726,php mysql database lamp,"['php', 'mysql', 'database', 'lamp']","['php', 'mysql', 'database']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1727,c# .net 64-bit clr x86-64,"['c#', '.net', '64-bit', 'clr', 'x86-64']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,vba automation ms-word,"['vba', 'automation', 'ms-word']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,naming,['naming'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,.net wcf firewall push duplex,"['.net', 'wcf', 'firewall', 'push', 'duplex']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,c# multithreading events,"['c#', 'multithreading', 'events']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,ios iphone windows,"['ios', 'iphone', 'windows']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1733,php data-structures,"['php', 'data-structures']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1734,java image coldfusion,"['java', 'image', 'coldfusion']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,javascript html,"['javascript', 'html']","['javascript', 'html']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,regex,['regex'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,javascript jquery asp.net ajax updatepanel,"['javascript', 'jquery', 'asp.net', 'ajax', 'updatepanel']","['javascript', 'asp.net']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,ios macos,"['ios', 'macos']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,c kr-c c89,"['c', 'kr-c', 'c89']",['c'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,asp.net compression gzip,"['asp.net', 'compression', 'gzip']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,powershell,['powershell'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,php coding-style,"['php', 'coding-style']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1743,perl file-io filesystems,"['perl', 'file-io', 'filesystems']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,sql sql-server tsql datetime user-defined-functions,"['sql', 'sql-server', 'tsql', 'datetime', 'user-defined-functions']","['sql', 'sql-server']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1745,iphone macos virtualization,"['iphone', 'macos', 'virtualization']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,python string-formatting,"['python', 'string-formatting']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1747,c# .net exception-handling rethrow,"['c#', '.net', 'exception-handling', 'rethrow']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,windows-vista windows-xp,"['windows-vista', 'windows-xp']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,python http urllib,"['python', 'http', 'urllib']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1750,java unit-testing mocking,"['java', 'unit-testing', 'mocking']","['java', 'unit-testing']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1751,algorithm excel language-agnostic,"['algorithm', 'excel', 'language-agnostic']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,string powershell parameters arguments,"['string', 'powershell', 'parameters', 'arguments']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,ruby encoding utf-8,"['ruby', 'encoding', 'utf-8']",['ruby'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1754,sql-server sql-server-2005 compare,"['sql-server', 'sql-server-2005', 'compare']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1755,php loops,"['php', 'loops']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1756,asp.net viewstate,"['asp.net', 'viewstate']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,java eclipse charts swt,"['java', 'eclipse', 'charts', 'swt']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,database,['database'],['database'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,regex perl replace,"['regex', 'perl', 'replace']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,programming-languages,['programming-languages'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,c# asp.net excel ado.net,"['c#', 'asp.net', 'excel', 'ado.net']","['c#', 'asp.net']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,security session cookies,"['security', 'session', 'cookies']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,c++ sql mysql c database,"['c++', 'sql', 'mysql', 'c', 'database']","['c++', 'sql', 'mysql', 'c', 'database']",0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1764,terminal-services rdp,"['terminal-services', 'rdp']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,sql stored-procedures,"['sql', 'stored-procedures']",['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1766,javascript html flash adobe,"['javascript', 'html', 'flash', 'adobe']","['javascript', 'html']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,javascript namespaces,"['javascript', 'namespaces']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,c# sql-server,"['c#', 'sql-server']","['c#', 'sql-server']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1769,ruby-on-rails ruby plugins,"['ruby-on-rails', 'ruby', 'plugins']",['ruby'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1770,c# asp.net,"['c#', 'asp.net']","['c#', 'asp.net']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,testing,['testing'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,.net build-process cruisecontrol.net,"['.net', 'build-process', 'cruisecontrol.net']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,architecture web-applications lamp platform wisa,"['architecture', 'web-applications', 'lamp', 'platform', 'wisa']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,windows winapi win64,"['windows', 'winapi', 'win64']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1775,asp.net caching back-button,"['asp.net', 'caching', 'back-button']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,open-source licensing,"['open-source', 'licensing']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,security testing,"['security', 'testing']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,java xml,"['java', 'xml']","['java', 'xml']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1779,functional-programming lisp scheme,"['functional-programming', 'lisp', 'scheme']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,php javascript ajax ide,"['php', 'javascript', 'ajax', 'ide']","['php', 'javascript']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1781,c++ winapi usb hid device,"['c++', 'winapi', 'usb', 'hid', 'device']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,regex grep,"['regex', 'grep']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,javascript,['javascript'],['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
